,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,1,2,3,a,b,exited
288,0.788,0.10810811,0.5,0.6628105,0.0,1,1,0.9085011,0,0,1,1,0,0
289,0.476,0.21621622,1.0,0.0,0.33333334,1,0,0.39537442,0,0,1,0,1,0
290,0.706,0.3243243,0.9,0.25200272,0.0,0,1,0.68658924,0,1,0,0,1,0
291,0.794,0.3108108,0.5,0.37673134,0.33333334,1,0,0.97466946,0,0,1,1,0,0
292,0.466,0.12162162,0.7,0.0,0.33333334,1,0,0.25639403,1,0,0,0,1,0
293,0.8,0.21621622,0.9,0.44967365,0.0,0,0,0.75202155,0,0,1,1,0,1
294,0.662,0.27027026,0.3,0.0,0.33333334,1,1,0.5624556,1,0,0,0,1,0
295,0.846,0.0945946,0.2,0.54166746,0.0,1,0,0.36825916,1,0,0,0,1,0
296,0.728,0.17567568,0.4,0.49888486,0.0,1,1,0.5331775,1,0,0,1,0,0
297,0.674,0.35135135,0.7,0.0,0.6666667,1,0,0.7792841,0,0,1,1,0,1
298,0.322,0.5405405,0.0,0.5943342,0.0,1,1,0.8130173,1,0,0,0,1,0
299,0.554,0.2027027,0.5,0.0,0.33333334,1,1,0.51868075,1,0,0,0,1,0
300,0.688,0.17567568,1.0,0.0,0.33333334,1,0,0.8049703,1,0,0,1,0,0
301,0.532,0.24324325,0.6,0.5273524,0.0,0,0,0.077263676,0,0,1,1,0,0
302,0.674,0.22972973,0.8,0.0,0.33333334,1,0,0.05161728,1,0,0,0,1,0
303,0.724,0.2027027,0.6,0.0,0.33333334,1,1,0.953464,1,0,0,1,0,0
304,0.406,0.2027027,0.4,0.47064084,0.0,0,0,0.47218946,1,0,0,0,1,0
305,0.634,0.17567568,0.1,0.4753591,0.0,1,1,0.14124374,1,0,0,0,1,0
306,0.762,0.33783785,0.2,0.0,0.0,1,1,0.85019803,1,0,0,0,1,1
307,0.558,0.22972973,0.7,0.6251434,0.33333334,1,0,0.15907875,0,1,0,0,1,0
308,0.528,0.43243244,0.4,0.54645485,0.0,1,0,0.6358353,1,0,0,0,1,1
309,0.176,0.17567568,0.8,0.31247225,0.0,1,0,0.22464861,0,1,0,0,1,0
310,0.604,0.8378378,0.4,0.0,0.33333334,1,1,0.9430475,1,0,0,1,0,0
311,0.758,0.16216215,0.6,0.25376606,0.0,1,0,0.72556823,0,1,0,0,1,0
312,0.584,0.27027026,0.3,0.0,0.33333334,0,0,0.85734314,1,0,0,0,1,0
313,0.912,0.5540541,0.0,0.53924817,0.0,1,0,0.9141419,0,1,0,1,0,0
314,0.788,0.24324325,0.2,0.6130156,0.0,1,1,0.4360504,0,0,1,0,1,0
315,0.248,0.25675675,0.3,0.0,0.33333334,0,0,0.285846,0,0,1,0,1,0
316,0.418,0.4189189,0.2,0.58617336,0.0,1,0,0.6027038,1,0,0,0,1,1
317,0.712,0.3243243,0.9,0.0,0.33333334,1,1,0.14352751,0,0,1,0,1,0
318,0.556,0.054054055,0.3,0.0,0.0,1,0,0.42711428,0,0,1,1,0,0
319,0.158,0.08108108,0.4,0.38159618,0.0,1,0,0.2308179,1,0,0,0,1,0
320,0.35,0.527027,0.2,0.5817714,0.0,1,1,0.32221466,0,0,1,1,0,0
321,0.66,0.16216215,0.8,0.56374186,0.0,1,1,0.081344716,1,0,0,1,0,0
322,0.798,0.2972973,0.1,0.55516726,0.0,1,0,0.9143065,1,0,0,0,1,1
323,0.826,0.17567568,0.4,0.0,0.33333334,0,0,0.25198975,1,0,0,1,0,0
324,0.768,0.16216215,0.3,0.0,0.33333334,1,0,0.5381948,1,0,0,0,1,0
325,0.732,0.22972973,0.4,0.57564753,0.0,1,0,0.6706694,1,0,0,0,1,0
326,0.488,0.22972973,0.2,0.0,0.33333334,1,0,0.51739496,1,0,0,0,1,0
327,0.588,0.3783784,0.9,0.38039854,0.0,1,0,0.5437993,1,0,0,1,0,1
328,0.642,0.22972973,0.1,0.577321,0.0,1,1,0.8950891,0,1,0,0,1,0
329,0.628,0.10810811,0.7,0.46331218,0.33333334,1,1,0.47571322,0,1,0,0,1,0
330,0.612,0.43243244,0.7,0.0,0.33333334,0,1,0.36069375,1,0,0,0,1,0
331,0.634,0.2972973,0.1,0.58391064,0.0,1,0,0.095765695,0,0,1,1,0,0
332,0.626,0.35135135,0.2,0.46643877,0.33333334,0,1,0.7234121,0,1,0,0,1,0
333,0.468,0.16216215,0.8,0.44645143,0.0,1,0,0.88888717,0,1,0,1,0,1
334,0.552,0.25675675,0.6,0.4315273,0.0,1,0,0.027934467,0,0,1,1,0,0
335,0.27,0.14864865,0.7,0.72588754,0.0,1,0,0.5841404,1,0,0,0,1,1
336,0.618,0.1891892,0.3,0.601534,0.33333334,0,1,0.87328804,0,1,0,1,0,0
337,0.598,0.2027027,0.2,0.0,0.33333334,1,0,0.009997955,1,0,0,0,1,0
338,0.91,0.2837838,0.5,0.65872216,0.0,1,0,0.07049808,0,0,1,1,0,1
339,0.732,0.2837838,1.0,0.45955434,0.0,1,0,0.21759988,0,1,0,1,0,1
340,0.584,0.2972973,0.6,0.5161557,0.33333334,0,1,0.43047935,0,1,0,1,0,1
341,0.618,0.17567568,0.4,0.47167462,0.0,0,0,0.8078902,1,0,0,0,1,0
342,0.39,0.3918919,0.5,0.0,0.33333334,1,1,0.1948114,0,0,1,1,0,0
343,0.386,0.054054055,0.8,0.0,0.33333334,0,0,0.6379391,1,0,0,0,1,0
344,0.736,0.0945946,0.7,0.0,0.33333334,1,0,0.1518572,1,0,0,1,0,0
345,0.98,0.33783785,0.7,0.0,0.33333334,1,0,0.45453027,1,0,0,1,0,0
346,0.56,0.21621622,0.9,0.42621708,0.33333334,1,0,0.6913832,0,1,0,1,0,0
347,0.586,0.5540541,0.3,0.67888665,0.0,1,1,0.1608164,0,1,0,0,1,0
348,0.608,0.1891892,0.1,0.45640382,0.0,1,1,0.63071847,0,1,0,1,0,0
349,0.464,0.2837838,0.5,0.0,0.33333334,1,1,0.6494688,1,0,0,0,1,0
350,0.618,0.1891892,0.3,0.4288359,0.33333334,1,1,0.5120752,0,0,1,0,1,0
351,0.824,0.2837838,0.2,0.32392886,0.0,1,1,0.093549386,0,0,1,0,1,0
352,0.436,0.1891892,0.7,0.6751729,0.0,1,0,0.30965278,0,0,1,1,0,0
353,0.64,0.0945946,0.6,0.0,0.33333334,1,1,0.3917742,0,0,1,0,1,0
354,0.526,0.36486486,0.1,0.74867845,0.33333334,1,1,0.73613375,1,0,0,1,0,0
355,0.378,0.16216215,0.0,0.0,0.33333334,1,0,0.8049173,1,0,0,0,1,0
356,1.0,0.527027,0.8,0.50529003,0.33333334,1,1,0.6614977,0,0,1,1,0,0
357,0.344,0.21621622,0.9,0.50393486,0.0,1,0,0.8712679,0,0,1,0,1,1
358,0.774,0.3108108,0.1,0.4063831,0.0,1,1,0.6177375,1,0,0,0,1,0
359,0.34,0.5405405,0.3,0.0,0.33333334,0,1,0.16390786,1,0,0,0,1,0
360,0.712,0.13513513,0.3,0.0,0.33333334,0,1,0.90774715,0,0,1,0,1,0
361,0.586,0.36486486,0.2,0.60121197,0.0,0,1,0.011543002,0,1,0,1,0,1
362,0.596,0.43243244,0.9,0.40867418,0.0,1,1,0.94774854,1,0,0,1,0,0
363,0.186,0.14864865,0.9,0.39469257,0.33333334,1,0,0.05464932,0,1,0,1,0,0
364,0.58,0.6756757,0.9,0.0,0.33333334,1,1,0.99750423,1,0,0,0,1,0
365,0.556,0.2027027,0.3,0.0,0.0,1,1,0.9409982,0,0,1,1,0,0
366,0.38,0.3243243,0.9,0.34783608,0.33333334,1,0,0.8628877,0,1,0,1,0,0
367,0.22,0.22972973,0.8,0.40950057,0.33333334,1,1,0.9467305,0,1,0,1,0,0
368,0.572,0.21621622,0.2,0.15984781,0.33333334,0,1,0.26752844,0,1,0,0,1,0
369,0.486,0.14864865,0.2,0.60688156,0.0,1,0,0.16998053,1,0,0,1,0,0
370,0.902,0.3243243,0.4,0.5657583,0.0,1,1,0.052938607,0,0,1,0,1,0
371,0.58,0.7702703,0.1,0.4237095,0.33333334,0,1,0.5671401,0,1,0,1,0,0
372,0.522,0.17567568,0.0,0.42999455,0.33333334,1,1,0.9174696,0,1,0,0,1,0
373,0.904,0.17567568,0.1,0.49826494,0.0,1,1,0.9383222,0,1,0,0,1,0
374,0.734,0.22972973,0.7,0.23304032,0.33333334,1,1,0.8623214,0,1,0,0,1,0
375,0.838,0.2837838,0.8,0.0,0.0,0,1,0.10503213,1,0,0,1,0,0
376,0.79,0.36486486,1.0,0.467248,0.6666667,1,1,0.61190563,0,1,0,0,1,1
377,0.444,0.22972973,0.4,0.60737914,0.0,1,0,0.6406216,0,0,1,0,1,0
378,0.558,0.16216215,0.2,0.13556752,0.0,1,0,0.09780459,0,0,1,1,0,0
379,0.674,0.2837838,0.2,0.0,0.6666667,0,0,0.94078493,0,0,1,1,0,1
380,0.266,0.43243244,0.9,0.0,0.33333334,1,1,0.5550963,1,0,0,1,0,0
381,0.68,0.24324325,0.7,0.40487796,0.33333334,1,0,0.61887693,1,0,0,0,1,0
382,0.284,0.16216215,1.0,0.30757058,0.33333334,0,1,0.73351324,0,1,0,1,0,0
383,0.718,0.13513513,0.8,0.49699748,0.33333334,1,0,0.72626823,0,1,0,0,1,0
384,0.71,0.35135135,0.3,0.42222306,0.0,1,0,0.41229993,0,1,0,0,1,0
385,0.42,0.6486486,0.9,0.0,0.0,1,1,0.07959215,1,0,0,1,0,0
386,0.522,0.3783784,0.6,0.0,0.33333334,1,0,0.22939566,0,0,1,0,1,0
387,0.76,0.5945946,0.2,0.0,0.33333334,1,1,0.93248093,0,0,1,0,1,0
388,0.718,0.36486486,0.2,0.0,0.33333334,0,1,0.81463313,0,0,1,1,0,0
389,0.388,0.04054054,1.0,0.64379114,0.33333334,1,0,0.046260368,1,0,0,1,0,0
390,0.724,0.14864865,0.7,0.5866887,0.0,1,1,0.42464465,0,1,0,1,0,0
391,0.804,0.27027026,0.3,0.7297875,0.0,1,1,0.35776186,0,1,0,0,1,0
392,0.596,0.3783784,0.9,0.50701463,0.33333334,1,0,0.38700882,0,0,1,0,1,1
393,0.412,0.27027026,0.8,0.0,0.33333334,0,0,0.0020293437,0,0,1,0,1,1
394,0.488,0.08108108,0.0,0.3881199,0.0,1,1,0.35700205,0,0,1,1,0,0
395,0.59,0.25675675,0.2,0.5457399,0.33333334,0,1,0.76701653,0,1,0,1,0,0
396,0.414,0.2027027,0.3,0.21723382,0.0,1,1,0.0017975217,1,0,0,0,1,0
397,0.394,0.1891892,0.8,0.6206777,0.0,1,0,0.3389244,0,1,0,0,1,0
398,0.702,0.2837838,0.9,0.0,0.33333334,0,1,0.7294863,1,0,0,1,0,0
399,0.532,0.6486486,0.1,0.54142463,0.0,1,0,0.9192324,1,0,0,1,0,1
400,0.51,0.45945945,0.1,0.25249195,0.0,1,0,0.54443127,1,0,0,0,1,0
401,0.486,0.27027026,0.4,0.5161435,0.0,1,1,0.77037203,0,1,0,1,0,0
402,0.802,0.45945945,0.8,0.0,0.33333334,0,1,0.89648694,0,0,1,0,1,0
403,0.186,0.24324325,0.6,0.2807435,0.33333334,0,1,0.28465644,0,0,1,0,1,0
404,0.67,0.067567565,0.8,0.0,0.33333334,1,1,0.56119084,1,0,0,0,1,0
405,0.736,0.24324325,0.9,0.0,0.0,1,0,0.22951336,1,0,0,0,1,0
406,0.376,0.4189189,0.9,0.5637111,0.0,0,0,0.86892134,0,0,1,1,0,1
407,0.522,0.25675675,0.4,0.0,0.33333334,1,0,0.6284834,0,0,1,1,0,0
408,0.636,0.25675675,1.0,0.6096431,0.33333334,1,1,0.79794633,0,1,0,0,1,0
409,0.374,0.3108108,0.3,0.5512451,0.0,1,0,0.5338004,0,1,0,1,0,0
410,0.718,0.067567565,1.0,0.0,0.33333334,0,0,0.6479549,0,0,1,0,1,0
411,1.0,0.27027026,0.1,0.0,0.33333334,1,1,0.40001357,1,0,0,0,1,0
412,0.79,0.17567568,0.3,0.49553522,0.0,1,1,0.70226675,0,0,1,1,0,0
413,0.686,0.3108108,0.9,0.72324777,0.6666667,1,1,0.93967897,0,1,0,1,0,1
414,0.89,0.22972973,0.8,0.0,0.33333334,1,0,0.83579874,0,0,1,0,1,0
415,0.552,0.10810811,0.8,0.0,0.33333334,0,0,0.95713705,0,0,1,0,1,0
416,0.274,0.5810811,0.5,0.43989187,0.0,0,0,0.056869783,0,1,0,1,0,1
417,0.412,0.2837838,0.9,0.35707068,0.0,1,1,0.47447792,1,0,0,1,0,0
418,0.586,0.3783784,0.6,0.0,0.33333334,0,0,0.53390104,1,0,0,1,0,0
419,0.51,0.13513513,0.6,0.0,0.33333334,0,0,0.7975609,1,0,0,1,0,0
420,0.812,0.5675676,0.3,0.46203974,0.0,1,0,0.4676077,0,1,0,1,0,1
421,0.472,0.27027026,0.2,0.0,0.33333334,1,0,0.43582603,1,0,0,1,0,0
422,0.37,0.2972973,0.7,0.44542587,0.0,1,0,0.040587578,0,1,0,0,1,1
423,0.656,0.22972973,0.4,0.0,0.0,1,0,0.62759364,1,0,0,1,0,0
424,0.492,0.2837838,0.9,0.0,0.0,1,0,0.24478343,1,0,0,0,1,0
425,0.596,0.10810811,0.9,0.6493627,0.0,1,0,0.49183026,1,0,0,0,1,0
426,0.284,0.2837838,1.0,0.4965229,0.33333334,1,0,0.7429361,0,1,0,0,1,0
427,0.704,0.36486486,0.0,0.32201752,0.0,1,1,0.13732927,1,0,0,0,1,0
428,0.272,0.2972973,0.9,0.28433892,0.0,1,0,0.38093954,0,1,0,1,0,0
429,0.436,0.2972973,0.1,0.39570898,0.0,0,0,0.67301106,0,1,0,0,1,1
430,0.538,0.527027,0.3,0.54981047,0.0,1,1,0.36231664,0,1,0,0,1,1
431,0.748,0.3108108,0.2,0.5097391,0.33333334,0,1,0.9982647,0,1,0,0,1,0
432,0.396,0.2027027,0.0,0.40289012,0.0,1,0,0.21371175,0,1,0,1,0,0
433,0.39,0.25675675,0.8,0.45737326,0.0,1,0,0.6802593,0,1,0,1,0,1
434,0.666,0.2027027,0.8,0.0,0.0,0,0,0.36779943,1,0,0,0,1,0
435,0.824,0.44594595,0.3,0.39572632,0.0,0,1,0.4278761,1,0,0,1,0,0
436,0.554,0.16216215,0.4,0.31834048,0.33333334,1,0,0.64913857,0,1,0,1,0,0
437,0.332,0.22972973,1.0,0.41486403,0.33333334,0,0,0.59832925,1,0,0,0,1,0
438,0.9,0.27027026,0.2,0.6703532,0.33333334,1,0,0.340235,1,0,0,1,0,0
439,0.228,0.3243243,0.3,0.34149024,0.0,1,1,0.8205442,0,1,0,1,0,0
440,0.552,0.22972973,0.3,0.0,0.0,0,0,0.4009322,1,0,0,1,0,0
441,0.88,0.17567568,0.9,0.0,0.33333334,1,0,0.42061603,1,0,0,1,0,0
442,0.368,0.21621622,0.7,0.48446596,0.33333334,1,1,0.3508706,1,0,0,1,0,0
443,0.79,0.3783784,0.2,0.48713082,0.0,1,1,0.59011894,1,0,0,0,1,0
444,0.406,0.3918919,0.3,0.46444416,0.0,0,0,0.7285326,0,0,1,0,1,1
445,0.796,0.10810811,0.1,0.3100075,0.0,0,1,0.9152766,1,0,0,1,0,0
446,0.744,0.25675675,0.2,0.0,0.0,0,0,0.604534,1,0,0,0,1,0
447,0.302,0.2972973,0.4,0.50152713,0.0,1,1,0.5021592,1,0,0,0,1,0
448,0.65,0.27027026,0.6,0.27128863,0.0,0,0,0.6938934,1,0,0,1,0,1
449,0.856,0.3918919,0.6,0.5073747,0.33333334,1,0,0.62347656,0,0,1,1,0,0
450,0.288,0.27027026,0.7,0.6972458,0.0,1,0,0.20038284,0,1,0,1,0,0
451,1.0,0.2972973,0.9,0.0,0.33333334,0,1,0.5961607,1,0,0,0,1,0
452,0.484,0.17567568,0.7,0.4387084,0.0,0,0,0.21956986,0,0,1,0,1,0
453,0.48,0.35135135,0.3,0.5557331,0.0,1,0,0.31108585,0,0,1,1,0,0
454,0.816,0.2837838,0.6,0.5076075,0.0,0,1,0.2828541,1,0,0,1,0,0
455,0.312,0.24324325,0.5,0.0,0.33333334,1,0,0.8212873,1,0,0,0,1,0
456,0.766,0.2027027,0.3,0.0,0.0,1,1,0.038279407,1,0,0,0,1,0
457,0.722,0.27027026,0.3,0.0,0.33333334,1,0,0.34241235,1,0,0,0,1,0
458,0.328,0.33783785,0.1,0.38085705,0.0,0,1,0.99640715,0,1,0,0,1,1
459,0.574,0.25675675,0.8,0.0,0.0,1,1,0.93034273,0,0,1,0,1,0
460,0.236,0.14864865,0.1,0.44512886,0.33333334,1,1,0.9785914,0,1,0,0,1,0
461,0.378,0.2837838,0.3,0.0,0.33333334,1,0,0.18342046,1,0,0,0,1,0
462,0.318,0.0945946,0.3,0.43339792,0.33333334,1,0,0.534596,0,0,1,1,0,0
463,0.624,0.1891892,0.4,0.5338836,0.0,1,1,0.24359377,1,0,0,1,0,1
464,0.936,0.10810811,0.4,0.0,0.33333334,1,1,0.83520657,0,0,1,0,1,0
465,0.516,0.2027027,0.9,0.35858658,0.0,1,0,0.34386125,1,0,0,0,1,0
466,1.0,0.1891892,0.9,0.0,0.33333334,1,1,0.09457573,0,0,1,1,0,0
467,0.932,0.27027026,0.5,0.5216411,0.6666667,1,0,0.3595053,0,1,0,1,0,1
468,0.372,0.22972973,0.8,0.0,0.33333334,1,0,0.32413945,1,0,0,0,1,0
469,0.806,0.22972973,0.3,0.0,0.33333334,1,1,0.92424923,1,0,0,0,1,0
470,0.562,0.12162162,1.0,0.53475744,0.0,1,1,0.8836766,0,0,1,0,1,0
471,0.706,0.25675675,0.1,0.59690404,0.0,1,0,0.103098944,1,0,0,0,1,1
472,0.848,0.10810811,0.2,0.3740351,0.0,1,0,0.14203246,1,0,0,0,1,0
473,0.87,0.13513513,0.8,0.0,0.33333334,1,0,0.38613534,1,0,0,0,1,0
474,0.442,0.2027027,0.1,0.0,0.33333334,1,0,0.51374465,1,0,0,1,0,0
475,0.542,0.3783784,0.6,0.5622935,0.0,0,0,0.1728626,0,1,0,0,1,1
476,0.51,0.17567568,0.1,0.47028095,0.0,1,1,0.91802365,0,1,0,1,0,0
477,0.522,0.2972973,0.8,0.40180588,0.33333334,1,0,0.7368038,1,0,0,1,0,0
478,0.438,0.27027026,0.7,0.0,0.0,1,1,0.5423399,1,0,0,0,1,0
479,0.616,0.14864865,0.4,0.3199012,0.0,1,1,0.10301604,1,0,0,0,1,0
480,0.876,0.21621622,0.6,0.62367404,0.0,0,1,0.9060124,0,0,1,0,1,0
481,0.35,0.067567565,0.5,0.0,0.33333334,1,0,0.8012641,1,0,0,1,0,0
482,0.896,0.25675675,0.8,0.0,0.6666667,0,0,0.5539114,1,0,0,0,1,0
483,0.272,0.25675675,0.9,0.45922226,0.33333334,1,0,0.724988,0,1,0,0,1,0
484,0.53,0.5810811,0.9,0.0,0.33333334,1,0,0.7511531,0,0,1,0,1,1
485,0.76,0.22972973,0.0,0.61965615,0.0,1,1,0.26855916,1,0,0,1,0,0
486,0.582,0.25675675,0.7,0.0,0.33333334,1,0,0.37621954,1,0,0,0,1,0
487,0.384,0.2837838,0.3,0.53845274,0.0,1,1,0.0717161,1,0,0,0,1,1
488,0.684,0.16216215,0.2,0.0,0.33333334,0,1,0.65243727,1,0,0,0,1,0
489,0.728,0.5,0.9,0.71772254,0.0,1,1,0.5006285,0,1,0,1,0,0
490,0.482,0.14864865,0.1,0.38876837,0.0,1,1,0.9818167,0,0,1,0,1,0
491,0.72,0.3108108,0.2,0.62203366,0.0,1,1,0.049866263,1,0,0,1,0,0
492,0.578,0.27027026,0.4,0.3250361,0.33333334,0,1,0.5948728,1,0,0,1,0,0
493,0.362,0.3918919,0.6,0.0,0.0,0,0,0.9750269,1,0,0,1,0,1
494,0.646,0.27027026,0.2,0.67781276,0.33333334,0,0,0.6745132,1,0,0,1,0,1
495,0.83,0.24324325,0.8,0.36792046,0.33333334,1,1,0.3645997,0,1,0,0,1,0
496,0.544,0.1891892,0.6,0.6739365,0.33333334,1,0,0.5052801,1,0,0,1,0,0
497,0.912,0.2972973,0.5,0.3213015,0.0,1,1,0.7142035,1,0,0,0,1,0
498,0.814,0.10810811,0.8,0.48458543,0.33333334,1,1,0.63529795,0,1,0,0,1,0
499,0.44,0.5405405,0.8,0.0,0.0,0,1,0.5825173,1,0,0,1,0,1
500,0.41,0.1891892,0.4,0.0,0.33333334,1,1,0.27199703,0,0,1,0,1,0
501,0.684,0.4864865,0.5,0.0,0.33333334,1,1,0.44359365,1,0,0,0,1,0
502,0.848,0.5675676,0.5,0.34233642,0.0,1,0,0.3706549,1,0,0,0,1,1
503,0.576,0.35135135,0.9,0.30943778,0.33333334,1,1,0.5567264,0,0,1,0,1,0
504,0.386,0.3108108,0.4,0.0,0.0,0,0,0.97454596,0,0,1,1,0,0
505,0.468,0.17567568,0.5,0.0,0.33333334,1,0,0.15732847,1,0,0,0,1,0
506,0.682,0.16216215,0.7,0.4660374,0.0,1,0,0.105944164,0,1,0,0,1,0
507,0.668,0.2972973,0.6,0.54734033,0.0,1,0,0.9349144,0,1,0,1,0,0
508,0.766,0.054054055,0.5,0.0,0.33333334,1,1,0.586009,1,0,0,0,1,0
509,0.498,0.25675675,0.2,0.0,0.33333334,1,1,0.7187072,0,0,1,1,0,0
510,0.348,0.17567568,1.0,0.26799318,0.33333334,1,1,0.80907553,0,1,0,1,0,0
511,0.564,0.27027026,0.6,0.34503955,0.33333334,1,0,0.4904435,0,1,0,1,0,0
512,0.77,0.21621622,0.5,0.0,0.33333334,0,0,0.3554531,0,0,1,0,1,0
513,0.768,0.21621622,0.6,0.5324807,0.0,1,1,0.06548455,1,0,0,0,1,0
514,0.51,0.44594595,0.3,0.5428052,0.0,1,1,0.3355271,1,0,0,1,0,1
515,0.886,0.27027026,0.9,0.0,0.33333334,1,0,0.44110933,0,0,1,0,1,0
516,0.236,0.5135135,1.0,0.0,0.6666667,0,1,0.31125617,1,0,0,1,0,1
517,0.858,0.25675675,0.7,0.4786506,0.33333334,1,0,0.6796356,0,1,0,0,1,0
518,0.696,0.4054054,0.4,0.40350342,0.33333334,0,1,0.88910633,1,0,0,0,1,1
519,0.714,0.5405405,0.6,0.35745955,0.0,0,1,0.63235813,1,0,0,0,1,0
520,1.0,0.22972973,0.1,0.84406507,0.0,1,0,0.94290274,1,0,0,1,0,1
521,1.0,0.5135135,0.7,0.5233897,0.0,1,1,0.5958763,1,0,0,0,1,0
522,0.354,0.25675675,0.5,0.37354898,0.33333334,1,1,0.6954772,0,0,1,0,1,0
523,0.692,0.1891892,0.8,0.40319553,0.0,1,1,0.5795802,0,1,0,0,1,0
524,0.622,0.4054054,0.3,0.47955942,0.0,0,0,0.48230442,1,0,0,0,1,0
525,0.852,0.17567568,0.2,0.0,0.33333334,1,1,0.5617433,1,0,0,1,0,0
526,0.702,0.33783785,0.2,0.0,0.33333334,1,1,0.82654,1,0,0,0,1,0
527,0.52,0.10810811,0.8,0.0,0.33333334,1,0,0.8301768,1,0,0,0,1,0
528,0.444,0.4054054,0.3,0.60912377,0.0,1,0,0.19201939,0,1,0,1,0,1
529,0.646,0.16216215,0.1,0.25547326,0.0,1,1,0.388896,1,0,0,0,1,0
530,0.338,0.527027,0.2,0.47443706,0.33333334,1,1,0.14931531,0,0,1,1,0,0
531,0.704,0.10810811,0.4,0.5389422,0.0,0,1,0.29870877,0,0,1,1,0,0
532,0.758,0.1891892,0.6,0.37343615,0.0,1,1,0.39957592,1,0,0,0,1,0
533,0.386,0.22972973,1.0,0.2367839,0.0,1,0,0.3838464,0,0,1,0,1,0
534,0.4,0.2972973,0.7,0.45578247,0.0,1,0,0.27006254,1,0,0,1,0,0
535,0.516,0.5540541,0.1,0.0,0.0,1,0,0.35322404,1,0,0,0,1,1
536,0.578,0.22972973,1.0,0.5108604,0.33333334,1,0,0.29543728,0,1,0,0,1,0
537,0.672,0.21621622,0.9,0.0,0.33333334,1,0,0.637852,0,0,1,0,1,0
538,0.428,0.5945946,0.5,0.45807981,0.6666667,0,1,0.09125572,0,1,0,1,0,1
539,0.79,0.13513513,0.1,0.4426951,0.0,1,0,0.36635688,0,1,0,1,0,1
540,0.966,0.25675675,0.8,0.60273945,0.33333334,1,1,0.6806545,1,0,0,0,1,0
541,0.544,0.10810811,0.9,0.0,0.33333334,1,1,0.7662032,1,0,0,0,1,0
542,0.494,0.3243243,0.4,0.25803354,0.0,1,1,0.5341987,1,0,0,1,0,0
543,0.742,0.44594595,0.0,0.6748243,0.0,1,0,0.54538596,0,0,1,0,1,1
544,0.308,0.4189189,0.7,0.0,0.6666667,0,1,0.43909472,1,0,0,1,0,1
545,0.984,0.35135135,0.2,0.44899538,0.33333334,1,0,0.63322747,0,0,1,1,0,0
546,0.474,0.27027026,0.0,0.0,0.33333334,1,0,0.23703548,1,0,0,0,1,0
547,0.258,0.16216215,0.7,0.57379615,0.33333334,1,0,0.20936204,0,1,0,1,0,0
548,0.316,0.4189189,0.7,0.48805258,0.33333334,1,1,0.37901878,1,0,0,0,1,0
549,0.798,0.08108108,0.1,0.0,0.6666667,1,1,0.23952012,1,0,0,0,1,0
550,0.742,0.24324325,0.3,0.26007798,0.33333334,1,0,0.14364472,0,1,0,1,0,0
551,0.648,0.3918919,0.6,0.42607713,0.0,1,1,0.010339088,0,1,0,0,1,1
552,0.67,0.0945946,1.0,0.5121985,0.0,1,0,0.6078118,0,0,1,1,0,0
553,0.134,0.21621622,0.7,0.0,0.33333334,1,0,0.2749873,1,0,0,0,1,0
554,0.448,0.2027027,0.3,0.5174797,0.0,1,0,0.96569145,0,1,0,0,1,0
555,0.48,0.44594595,0.3,0.6176332,0.6666667,0,1,0.9596951,0,0,1,1,0,1
556,0.474,0.2972973,0.5,0.55098826,0.33333334,1,0,0.7971087,0,1,0,0,1,0
557,0.496,0.3108108,0.3,0.36483708,0.0,1,0,0.95737743,0,1,0,0,1,1
558,0.782,0.47297296,0.3,0.0,0.33333334,1,1,0.19452907,0,0,1,0,1,0
559,1.0,0.7027027,0.5,0.0,0.0,1,1,0.0034683312,0,0,1,1,0,0
560,0.468,0.14864865,0.7,0.41930974,0.0,0,1,0.6924584,0,1,0,1,0,0
561,0.6,0.5810811,0.1,0.6096847,0.0,0,1,0.41483516,0,0,1,0,1,0
562,0.514,0.24324325,0.8,0.63078076,0.0,1,1,0.38370234,0,0,1,0,1,0
563,0.318,0.3783784,0.1,0.0,0.0,1,0,0.35619906,1,0,0,1,0,1
564,0.678,0.27027026,0.6,0.48235142,0.0,1,1,0.060858663,0,0,1,1,0,0
565,0.386,0.24324325,0.4,0.0,0.33333334,1,1,0.706062,1,0,0,0,1,0
566,0.176,0.4864865,0.2,0.0,0.0,0,0,0.958849,0,0,1,1,0,1
567,0.674,0.6081081,0.1,0.5488908,0.0,1,1,0.18965392,0,0,1,1,0,0
568,0.774,0.17567568,0.5,0.48303366,0.33333334,1,1,0.37443075,0,1,0,0,1,0
569,0.822,0.17567568,0.7,0.0,0.6666667,1,1,0.8335126,1,0,0,0,1,0
570,0.502,0.35135135,0.1,0.40050596,0.33333334,1,1,0.31336468,1,0,0,0,1,0
571,0.602,0.36486486,0.1,0.0,0.0,1,0,0.33867484,1,0,0,0,1,1
572,0.79,0.22972973,0.9,0.36894074,0.33333334,1,0,0.8076181,1,0,0,0,1,0
573,0.596,0.4189189,1.0,0.0,0.33333334,1,1,0.7991973,0,0,1,1,0,1
574,0.996,0.2972973,0.3,0.44213155,0.0,1,1,0.15434104,0,0,1,0,1,0
575,0.392,0.12162162,0.8,0.0,0.33333334,1,1,0.07423969,1,0,0,1,0,0
576,0.178,0.1891892,0.3,0.55361766,0.0,1,0,0.37840807,0,0,1,1,0,0
